i,name,halantname,type,karma,iXt,english,hindi,dhaatu,ii,startshal
१.१११५,धृँ,धृङ्, आत्मनेपदी, अकर्मकः,अनिट्,"to fall down, to get destroyed","गिर पड़ना, नष्ट होना",धृधृङ् अवबन्धने विध्वंसने चभ्वादिः,1105,FALSE
१.१११६,मेँ ,मेङ्, आत्मनेपदी, सकर्मकः,अनिट्,"to exchange, to handover","विनिमय करना, सुपुर्द करना",मेमेङ् प्रणिदानेभ्वादिः,1106,FALSE
१.१११७,देँ,देङ्, आत्मनेपदी, सकर्मकः,अनिट्,to protect,"रक्षण करना, पोषण करना",देदेङ् रक्षणेभ्वादिः,1107,FALSE
१.१११८,श्यैँ,श्यैङ्, आत्मनेपदी, सकर्मकः,अनिट्,to go,जाना,श्यैश्यैङ् गतौभ्वादिः,1108,TRUE
१.१११९,प्यैँ,प्यैङ्, आत्मनेपदी, अकर्मकः,अनिट्,"to go, to raise","बढ़ना, उन्नति होना",प्यैप्यैङ् वृद्धौभ्वादिः,1109,TRUE
१.११२,त्रैँ,त्रैङ्, आत्मनेपदी, सकर्मकः,अनिट्,"to protect, to secure","पालन करना, रक्षा करना",त्रैत्रैङ् पालनेभ्वादिः,1110,TRUE
१.११२१,पूँ,पूङ्, आत्मनेपदी, सकर्मकः,सेट्,"to purify, to cleanse",पवित्र कनरा या होना,पूपूङ् पवनेभ्वादिः,1111,FALSE
१.११२२,मूँ,मूङ्, आत्मनेपदी, सकर्मकः,सेट्,"to tie, to get stuck","बांधना, अकड़ना",मूमूङ् बन्धनेभ्वादिः,1112,FALSE
१.११२३,डीँ,डीङ्, आत्मनेपदी, अकर्मकः,सेट्,to fly,आकाश में उड़ना,डीडीङ् विहायसा गतौभ्वादिः,1113,FALSE
१.११२४,तॄँ,तॄ, परस्मैपदी, सकर्मकः,सेट्,"to cross, to float, to swim","पर जाना, तैरना",तॄतॄ प्लवनतरणयोःभ्वादिः,1114,FALSE
१.११२५,गुपँ,गुप्, आत्मनेपदी, सकर्मकः,सेट्,"to protect, to conceal, to hide, to blame, to criticize","बचाना, संरक्षण करना, छिपाना, दोष लगाना, निन्दा करना",गुप्गुपँ गोपने निन्दायां चभ्वादिः,1115,FALSE
१.११२६,तिजँ,तिज्, आत्मनेपदी, सकर्मकः,सेट्,"to sharpen, to whet, to endure, to tolerate, to bear, to forgive","तीक्ष्ण करना, धार लगाना, चमकाना, क्षमा करना, सहना",तिज्तिजँ निशाने क्षमायाम् चभ्वादिः,1116,FALSE
१.११२७,मानँ,मान्, आत्मनेपदी, सकर्मकः,सेट्,"to worship, to investigate, to examine, to wish to know",ज्ञान प्राप्ति की इच्छा करना,मान्मानँ पूजायाम् जिज्ञासायां चभ्वादिः,1117,FALSE
१.११२८,बधँ,बध्, आत्मनेपदी, सकर्मकः,सेट्,"to bind, to restrain, to loathe, to hate, to criticize","बांधना, निन्दा करना, द्वेष करना",बध्बधँ बन्धने चित्तविकारे चभ्वादिः,1118,FALSE
१.११२९,रभँ,रभ्, आत्मनेपदी, सकर्मकः,अनिट्,"to be happy, to be glad","आनन्द करना, प्रसन्न होना",रभ्रभँ राभस्येभ्वादिः,1119,FALSE
१.११३,लभँष्,लभ्डु, आत्मनेपदी, सकर्मकः,अनिट्,"to get, to obtain, to take, to have, to find","प्राप्त होना, मिलना",लभ्डुलभँष् प्राप्तौभ्वादिः,1120,FALSE
१.११३१,ष्वन्जँ,स्वञ्ज्, आत्मनेपदी, सकर्मकः,अनिट्,"to hug, to embrace","आलिंगन करना, गले लगाना",स्वञ्ज्ष्वन्जँ परिष्वङ्गेभ्वादिः,1121,FALSE
१.११३२,हदँ,हद्, आत्मनेपदी, अकर्मकः,अनिट्,to excrete,मल त्याग करना,हद्हदँ पुरीषोत्सर्गेभ्वादिः,1122,FALSE
१.११३३,िष्विदाँ,स्विद्ञ, परस्मैपदी, अकर्मकः,सेट्,"to be greedy, to perspire, to be disturbed, to quit",अस्पष्ट शब्द करना,स्विद्ञिष्विदाँ अव्यक्ते शब्देभ्वादिः,1123,FALSE
१.११३४,कन्दिँर्,स्कन्द्स्, परस्मैपदी, सकर्मकः,अनिट्,"to go, to dry","जाना, शोषण करना",स्कन्द्स्कन्दिँर् गतिशोषणयोःभ्वादिः,1124,TRUE
१.११३५,यभँ,यभ्, परस्मैपदी, अकर्मकः,अनिट्,to copulate,मैथुन करना,यभ्यभँ मैथुनेभ्वादिः,1125,FALSE
१.११३६,णमँ,नम्, परस्मैपदी, सकर्मकः,अनिट्,"to salute, to greet, to respect, to bend, to sound","नमस्कार करना, वंदन करना, सम्मान देना, नमना, शब्द करना",नम्णमँ प्रह्वत्वे शब्दे चभ्वादिः,1126,FALSE
१.११३७,गमॢँ,गम्, परस्मैपदी, सकर्मकः,अनिट्,to go,जाना,गम्गमॢँ गतौभ्वादिः,1127,FALSE
१.११३८,सृपॢँ,सृप्, परस्मैपदी, सकर्मकः,अनिट्,to go,जाना,सृप्सृपॢँ गतौभ्वादिः,1128,FALSE
